Available,Duration,Total_Fare,no_of_days_to_flight,Airways_Air India,Airways_AirAsia,Airways_Go Air,Airways_IndiGo,Airways_Jet Airways,Airways_Spicejet,Airways_Vistara,Dept_Time_BSR,Dept_Time_MDSS,Dept_Time_SRMD,Dept_Time_SSMN,Arr_Time_BSR,Arr_Time_MDSS,Arr_Time_SRMD,Arr_Time_SSMN,Hopping_False,Hopping_True
1,850,5227,54,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,140,3050,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5,130,3249,34,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7,1005,5821,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,320,5647,45,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5,130,3927,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,120,3852,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
2,895,9238,26,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,375,9238,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,740,12904,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,350,11480,43,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,130,5664,17,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6,130,8855,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,545,7065,54,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
10,130,3496,44,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2,320,5647,43,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7,360,9238,31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
13,415,6839,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3595,28,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,1035,7065,51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,2609,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,120,4235,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
8,135,3496,35,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
7,370,7065,32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,130,3155,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
2,830,8199,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4,130,3050,47,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5,135,2840,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,840,10951,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
5,1575,7012,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3,125,4655,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9,130,2609,39,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
9,125,4971,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
8,130,5664,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
9,130,6283,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,880,7065,55,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,340,7012,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
83,180,4490,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,3495,46,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7,600,7012,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,350,11480,24,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,470,7065,44,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,340,7065,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
11,130,5151,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,135,3852,50,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3049,53,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,605,7716,25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,150,2840,43,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,805,7012,41,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,810,9931,30,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,930,5469,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,120,5348,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,770,7012,52,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
48,180,4899,53,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,365,5432,41,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7,1295,9093,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,325,8546,21,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
9,135,5621,15,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9,135,3547,48,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
10,130,3050,45,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,920,7012,56,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,130,3595,55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
17,130,3927,27,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
43,265,8119,23,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,565,10593,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,120,3852,49,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,690,7436,37,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,265,7800,37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
5,130,6767,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6,130,5349,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1,640,8608,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
4,1310,10005,16,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
13,135,2840,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,130,4235,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1,1530,9900,18,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
19,135,6130,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
4,130,3705,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4,1085,5647,46,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,135,6283,28,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1,135,3852,27,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,1700,7821,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,1455,11443,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7,120,3852,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
4,1130,7065,51,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,1090,13606,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,1600,9259,18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,135,3852,36,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,660,8092,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,2609,49,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
10,135,3496,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5,135,3248,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,475,7012,56,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3,370,14656,7,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9,125,6283,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9,345,12598,30,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1445,5821,33,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,635,6204,50,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9,135,5621,50,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,785,7170,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,430,7012,41,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,340,8199,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,340,7065,41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,1660,11853,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
9,530,5589,47,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9,890,5782,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3,230,7060,39,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,130,4125,30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5,830,9832,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,295,7348,31,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,1310,6645,46,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,130,4280,16,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,320,10315,27,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6,1335,8040,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
14,130,2840,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,505,8199,30,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5,150,3050,36,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
6,240,3550,56,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
9,130,4247,51,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
4,140,10120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
3,895,12152,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
8,135,4490,26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,1125,5647,52,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1200,5857,14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,130,3495,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,130,4235,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,135,6335,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5,130,8027,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6,1165,7779,50,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
25,130,4665,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,3249,44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
3,530,4644,43,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4,1730,11907,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,120,3248,38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
6,695,11853,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
13,135,3698,55,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,130,3927,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,885,11853,13,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,400,7065,33,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,700,8778,31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
6,130,2840,40,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5,385,12538,30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6,660,7065,54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
3,430,7012,50,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9,890,8302,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7,750,6792,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
15,130,3347,42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,325,5821,46,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,910,5821,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,1270,6540,54,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,705,10636,23,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
9,295,4723,49,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6,620,7065,32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
80,145,4490,30,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6,360,12997,13,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,135,9717,22,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1,385,6540,55,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
78,235,6166,54,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,140,6130,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,370,10593,20,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5,1375,10593,12,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,1125,4540,28,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,485,12997,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
10,135,3286,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,130,5160,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,690,9831,22,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,135,7642,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
13,145,3286,54,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2,300,2996,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,1270,4566,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,905,7012,33,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8,535,6246,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9,130,3249,43,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
9,130,5349,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
3,615,6141,56,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,1255,7779,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4,1365,7065,56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
41,130,3496,43,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,1520,7012,41,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,130,3852,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
11,130,4224,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3,320,11580,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,470,8188,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,485,7012,38,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,325,15570,17,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
19,265,3550,50,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1,400,5926,42,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
12,130,3927,31,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,135,3248,45,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2,130,4125,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,990,10005,24,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,120,3852,43,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
9,530,5904,39,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9,130,3155,52,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4,120,4655,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
5,130,8224,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
9,660,7777,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,825,6540,46,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1150,6540,33,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,350,11480,48,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,1485,7821,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20,145,5210,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,605,7012,53,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,830,9711,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7,660,5782,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,120,3852,52,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3,325,17733,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
28,130,3286,32,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
9,795,10761,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,325,8672,26,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3,130,8224,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
9,135,7081,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9,135,5517,50,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,600,7012,34,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5,230,9532,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,835,6792,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,690,6540,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,295,5038,42,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,430,9774,30,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2,130,2840,46,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
9,130,4597,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3,115,4490,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,650,10540,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
25,135,5151,23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,130,7066,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,120,3852,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,135,4655,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1,825,11149,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,1445,10315,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,660,7065,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,1595,8778,31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,130,3155,50,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3,255,3315,37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,130,3595,27,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4,1605,6540,50,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,725,13281,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,350,11480,46,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
53,130,3496,47,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5,440,6540,55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
5,660,12082,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4,385,10499,16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,400,11034,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,135,3547,46,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5,310,4542,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,130,3595,26,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
9,125,4125,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,1295,7012,39,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
5,140,4490,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,415,5647,47,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,130,4490,19,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
9,890,5782,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
11,130,3050,42,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5,810,10698,23,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2,260,9169,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
10,325,4869,47,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4,540,5647,46,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,120,3852,34,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
6,895,13018,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,130,3701,14,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1,130,3286,28,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,1210,5821,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
6,765,13018,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,350,12399,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,1155,6561,30,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9,130,3495,45,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
8,830,9396,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
8,180,4419,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
13,130,3496,48,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,810,5821,46,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,390,7012,38,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,135,2233,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4,1010,7170,54,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,580,10005,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
4,1575,8778,25,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,130,5349,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
7,420,7012,53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
5,140,3496,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2,830,5926,49,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,915,6613,55,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4,150,4280,27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3,680,13281,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5,130,3050,34,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,880,7170,54,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,265,10315,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
9,130,3049,34,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,1255,6540,34,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
5,265,7120,15,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,130,2840,37,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5,400,5821,40,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17,265,5212,26,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19,130,3496,32,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,1045,8608,19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,990,10005,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,185,6519,52,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
12,130,3286,34,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3722,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
6,130,2840,41,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
14,385,8801,36,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,400,9028,24,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7,470,5821,48,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,265,10315,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,1020,8304,29,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,150,2840,39,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
16,130,3698,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,345,7611,26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,885,3343,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,550,9238,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
15,385,8801,28,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9,130,4125,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5,825,11149,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,130,6130,17,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4,705,7065,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
11,135,3698,29,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9,130,3155,55,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
6,1745,10395,23,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,135,4865,49,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9,130,3701,19,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
23,195,4105,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,130,6335,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
6,350,11480,23,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
