Available,Duration,Total_Fare,no_of_days_to_flight,Airways_Air India,Airways_AirAsia,Airways_Go Air,Airways_IndiGo,Airways_Jet Airways,Airways_Spicejet,Airways_Vistara,Dept_Time_BSR,Dept_Time_MDSS,Dept_Time_SRMD,Dept_Time_SSMN,Arr_Time_BSR,Arr_Time_MDSS,Arr_Time_SRMD,Arr_Time_SSMN,Hopping_False,Hopping_True
7,705,8199,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,580,9238,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,580,7065,33,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,750,6792,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,3967,17,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,130,7537,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
12,130,3347,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
48,130,3496,38,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2,265,5041,37,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,320,8199,37,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4,135,2829,52,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4,680,10593,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
10,130,8014,15,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,1705,13281,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
9,135,4351,16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,800,7012,38,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,415,8199,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,4351,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,495,8010,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
3,130,2840,41,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,1270,6540,55,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,880,10951,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,320,8173,31,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5,485,5227,48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,835,10540,22,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,340,7012,49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,1590,6540,37,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,960,5647,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,135,3927,22,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
14,385,6842,48,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
13,130,3496,49,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,1375,8199,29,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,650,12283,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,1150,6540,41,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,350,12399,18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5,915,10446,17,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
8,260,3102,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,975,11443,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,640,12047,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,150,3286,23,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
27,135,5611,15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,1310,6540,35,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,325,7065,32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2,565,7065,44,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,430,14184,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
7,265,7800,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2,915,11128,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
26,130,4490,37,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4,130,3495,34,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7,230,9044,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1,690,11149,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,125,3337,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,150,5160,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
57,180,4490,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3,130,3496,25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
9,130,3249,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
25,265,7120,27,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4,485,7779,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
9,135,4860,23,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7,350,14572,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,715,7065,39,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
19,150,3496,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,125,4235,27,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,1165,9028,19,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9,130,3701,52,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,325,7170,41,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2,770,5821,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
5,365,15039,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,1310,5227,41,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4,765,7884,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
30,135,3717,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
80,195,4490,30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,755,10540,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2,130,6130,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,1705,6514,41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,3595,20,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
23,145,3498,35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,545,8199,31,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,130,6130,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4,485,12152,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
4,130,5160,14,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5,1200,11267,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7,650,5821,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
4,295,10656,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
9,130,6130,14,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3,430,6540,33,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1,1650,5926,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,135,4655,17,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,135,9611,19,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
4,565,6645,56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,1370,7012,50,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,130,3286,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,325,16594,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,745,9259,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
5,640,10005,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
9,130,3249,37,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7,130,5348,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
6,325,4869,35,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,350,11480,44,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,125,4597,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8,1455,12231,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
9,1360,7042,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7,430,15570,13,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,130,2829,34,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
30,265,3979,37,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,1125,2713,42,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,130,3496,38,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,340,17733,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,990,10005,20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
28,130,3496,42,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,135,3050,32,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
7,125,3248,13,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,840,5821,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
10,135,3050,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,130,3155,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
6,135,2840,39,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1,895,11149,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4,130,6130,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2,135,2829,35,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,340,15570,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
84,235,6166,52,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,335,10123,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7,640,7012,40,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,615,11443,15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
8,470,7558,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9,125,4125,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2,1300,5821,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
4,130,4490,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,990,5227,42,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,535,4566,44,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9,295,6088,43,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
26,145,3498,42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6,800,5821,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,260,3102,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
16,265,3979,21,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
9,130,3155,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
13,130,3286,35,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
9,1335,5940,56,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,475,7012,41,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,140,4490,26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5,340,11853,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,830,9028,20,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2,325,4156,52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,905,7012,40,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,385,7400,35,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,825,9375,18,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4,785,11853,15,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2,1255,10110,24,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
6,690,7436,31,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
13,145,3050,51,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
8,130,4037,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7,400,7065,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,475,7012,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,135,3050,34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,130,3852,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
3,150,2840,46,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,130,3495,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,1090,7065,39,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,540,7012,39,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,145,3155,56,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,265,7800,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,890,12082,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5,135,3496,24,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
13,130,3347,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,1365,5647,47,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2,990,5227,45,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,1730,9093,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,325,15780,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,255,7547,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5,755,9028,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,595,9831,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,145,2882,51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
5,885,13255,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,130,3701,32,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1,130,4490,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
8,135,2829,45,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,1270,7012,38,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,320,10315,56,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,125,3248,46,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
30,150,3717,26,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,150,3496,23,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2,1440,11034,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,880,10951,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3,135,3717,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,130,3595,17,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,120,5390,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,1335,10951,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,130,3927,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
54,145,3498,25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9,135,6179,28,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,220,34134,56,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,1035,10315,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
10,135,2829,42,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,320,8173,42,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,1310,7012,56,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
8,130,2829,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,990,6540,55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,140,3496,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2,595,5227,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4,385,14632,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,430,6540,38,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
7,130,8911,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
6,145,3498,26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,725,9826,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,130,7747,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2,535,6645,30,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
9,890,5782,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9,135,6435,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7,960,5752,46,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,295,5353,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,640,5647,47,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,260,3550,41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,720,5821,54,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,1495,10636,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
10,135,2840,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1,620,8199,26,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,895,3857,49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
3,1575,10636,21,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,125,3248,47,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,530,9931,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,1085,8199,37,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,340,15570,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2,680,11034,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,140,7066,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,130,3810,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,310,4542,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6,130,3852,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
9,135,7785,18,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,265,7800,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
6,1290,9784,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,375,9501,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,485,6540,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
6,130,3286,34,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
9,135,7081,31,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
5,140,3927,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2,970,5647,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2,370,9028,24,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,705,8199,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,120,3248,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,1670,8199,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
11,115,6130,23,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,725,7065,44,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,750,7560,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,970,5952,51,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
26,325,3931,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,295,9711,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5,325,12577,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9,1695,12651,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4,295,12231,21,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9,130,2882,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
7,1045,5821,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
3,115,5160,22,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,885,5821,48,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,320,8173,49,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6,130,3286,37,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,125,3248,48,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8,130,3496,33,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,530,8010,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,550,6540,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
12,150,3050,37,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
6,325,4527,54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6,130,3347,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4,125,3050,55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11,150,3050,38,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,785,5821,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,350,5821,54,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3,310,3550,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5,680,9028,19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5,230,7784,35,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,130,4125,50,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3,650,10540,22,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
27,145,3498,18,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,1450,10540,16,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,130,2609,48,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
9,130,3249,32,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7,545,9774,29,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,940,10540,22,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,130,3722,29,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6,1130,6727,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7,125,3852,36,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,130,3248,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,560,16065,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,785,5821,48,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,485,6540,46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
15,325,3931,51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,1670,9795,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,120,3852,44,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,545,7012,33,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5,335,5647,53,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2,1090,13606,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,620,7065,34,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,605,10540,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
22,145,3496,53,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6,295,6088,56,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
9,135,5621,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,415,11853,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
4,1325,5821,38,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
15,145,4105,17,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
13,130,3496,54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4,635,5364,45,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,135,4490,25,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
21,135,5151,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2,135,5390,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3495,40,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,755,10636,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,970,7012,41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
8,130,3249,39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7,130,3852,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
16,140,3286,54,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1,130,5160,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
27,145,3498,48,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,720,6792,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,340,17733,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,5542,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7,885,7065,44,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,605,7012,52,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,765,10005,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,580,10005,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,430,5647,46,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,740,10636,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
